transaction_id,date,company,customer_id,volume_kg,price_per_kg,cost_per_kg,product,region
15933,2024-05-07,KMD,1110,2659,1.26,0.72,Dairy,West
15934,2024-03-18,KMD,1482,672,1.01,0.65,Dairy,South
15935,2024-02-24,KMD,1807,467,1.06,0.7,Dairy,East
15936,2024-10-31,KMD,1892,1524,1.08,0.75,Dairy,West
15937,2024-02-03,KMD,1767,1324,1.01,0.66,Dairy,West
15938,2024-04-14,KMD,1273,2432,1.11,0.6,Dairy,East
15939,2024-06-20,KMD,1154,2210,1.22,0.71,Dairy,West
15940,2024-01-22,KMD,1650,745,0.91,0.64,Dairy,North
15941,2024-10-13,KMD,1166,850,1.05,0.59,Dairy,East
15942,2024-04-14,KMD,1018,2911,1.11,0.7,Dairy,North
15943,2024-05-28,KMD,1344,460,1.26,0.68,Dairy,South
15944,2024-09-28,KMD,1902,2518,0.95,0.66,Dairy,South
15945,2024-10-02,KMD,1734,1144,1.19,0.61,Dairy,West
15946,2024-10-25,KMD,1568,1040,1.08,0.71,Dairy,South
15947,2024-06-20,KMD,1897,954,1.12,0.7,Dairy,East
15948,2024-02-16,KMD,1293,2950,1.22,0.65,Dairy,South
15949,2024-04-23,KMD,1644,2193,1.09,0.73,Dairy,South
15950,2024-10-01,KMD,1461,293,1.1,0.7,Dairy,West
15951,2024-10-30,KMD,1337,1180,1.11,0.62,Dairy,East
15952,2024-07-25,KMD,1803,1677,1.12,0.63,Dairy,East
15953,2024-08-29,KMD,1451,1580,0.99,0.67,Dairy,South
15954,2024-10-27,KMD,1343,432,1.12,0.64,Dairy,North
15955,2024-07-14,KMD,1716,846,1.14,0.66,Dairy,West
15956,2024-06-12,KMD,1630,965,0.94,0.6,Dairy,East
15957,2024-06-24,KMD,1764,744,1.19,0.62,Dairy,South
15958,2024-12-08,KMD,1084,1636,1.19,0.65,Dairy,West
15959,2024-09-27,KMD,1696,2891,1.13,0.66,Dairy,South
15960,2024-04-19,KMD,1736,249,0.97,0.66,Dairy,North
15961,2024-06-20,KMD,1659,1757,1.04,0.59,Dairy,South
15962,2024-12-17,KMD,1388,901,0.87,0.66,Dairy,South
15963,2024-07-20,KMD,1791,981,1.06,0.7,Dairy,West
15964,2024-06-16,KMD,1226,2973,1.01,0.63,Dairy,West
15965,2024-04-11,KMD,1285,1336,1.09,0.62,Dairy,South
15966,2024-03-26,KMD,1283,2538,1.2,0.63,Dairy,East
15967,2024-05-21,KMD,1692,2428,1.05,0.63,Dairy,North
15968,2024-12-02,KMD,1946,1775,1.14,0.71,Dairy,West
15969,2024-07-31,KMD,1108,1794,1.09,0.59,Dairy,North
15970,2024-02-20,KMD,1134,2686,1.01,0.6,Dairy,South
15971,2024-04-21,KMD,1937,2489,1.24,0.55,Dairy,West
15972,2024-09-27,KMD,1290,773,1.18,0.71,Dairy,East
15973,2024-03-05,KMD,1886,1460,0.99,0.67,Dairy,West
15974,2024-12-09,KMD,1989,2240,1.14,0.59,Dairy,North
15975,2024-07-01,KMD,1801,2262,1.08,0.64,Dairy,South
15976,2024-11-27,KMD,1614,1544,1.15,0.67,Dairy,South
15977,2024-01-10,KMD,1712,2260,0.97,0.68,Dairy,West
15978,2024-08-21,KMD,1507,1491,1.07,0.7,Dairy,West
15979,2024-10-24,KMD,1628,1183,1.14,0.57,Dairy,North
15980,2024-08-31,KMD,1843,2384,0.99,0.7,Dairy,West
15981,2024-12-16,KMD,1821,2785,1.13,0.57,Dairy,East
15982,2024-09-23,KMD,1028,2064,1.07,0.7,Dairy,South
15983,2024-04-27,KMD,1393,1923,1.1,0.69,Dairy,North
15984,2024-05-23,KMD,1026,1864,1.2,0.77,Dairy,South
15985,2024-07-19,KMD,1466,823,1.37,0.63,Dairy,East
15986,2024-08-26,KMD,1012,2646,1.11,0.61,Dairy,South
15987,2024-11-29,KMD,1553,1706,1.08,0.66,Dairy,North
15988,2024-09-02,KMD,1932,1870,1.29,0.66,Dairy,West
15989,2024-12-11,KMD,1444,1914,1.21,0.76,Dairy,East
15990,2024-01-08,KMD,1223,548,1.28,0.58,Dairy,West
15991,2024-05-31,KMD,1462,1802,1.12,0.61,Dairy,East
15992,2024-07-29,KMD,1020,294,1.18,0.6,Dairy,East
15993,2024-06-06,KMD,1386,1808,1.1,0.67,Dairy,North
15994,2024-02-27,KMD,1647,1318,1.11,0.63,Dairy,South
15995,2024-03-26,KMD,1325,674,1.11,0.67,Dairy,West
15996,2024-02-24,KMD,1732,2729,1.14,0.68,Dairy,West
15997,2024-07-19,KMD,1466,1858,1.11,0.68,Dairy,West
15998,2024-05-01,KMD,1656,2457,1.24,0.65,Dairy,West
15999,2024-04-17,KMD,1521,1918,1.16,0.69,Dairy,North
16000,2024-10-30,KMD,1224,1984,1.12,0.66,Dairy,North
16001,2024-05-11,KMD,1652,690,1.12,0.63,Dairy,West
16002,2024-07-16,KMD,1474,647,1.06,0.63,Dairy,North
16003,2024-02-16,KMD,1617,488,0.99,0.64,Dairy,West
16004,2024-08-15,KMD,1779,1558,1.2,0.72,Dairy,West
16005,2024-09-01,KMD,1705,1852,1.2,0.65,Dairy,East
16006,2024-07-21,KMD,1457,2947,0.99,0.66,Dairy,West
16007,2024-09-17,KMD,1639,760,0.99,0.65,Dairy,East
16008,2024-06-26,KMD,1212,1619,1.17,0.6,Dairy,North
16009,2024-01-24,KMD,1662,2932,1.07,0.57,Dairy,West
16010,2024-06-23,KMD,1960,1789,1.0,0.67,Dairy,South
16011,2024-09-30,KMD,1480,633,0.94,0.6,Dairy,North
16012,2024-12-05,KMD,1895,396,1.05,0.67,Dairy,West
16013,2024-09-17,KMD,1179,1617,1.11,0.65,Dairy,East
16014,2024-10-12,KMD,1828,2974,1.07,0.7,Dairy,North
16015,2024-01-01,KMD,1537,2874,0.97,0.69,Dairy,West
16016,2024-03-26,KMD,1526,430,1.04,0.68,Dairy,West
16017,2024-12-03,KMD,1021,2781,1.16,0.6,Dairy,North
16018,2024-03-09,KMD,1344,954,1.26,0.54,Dairy,North
16019,2024-01-31,KMD,1576,1384,1.1,0.71,Dairy,North
16020,2024-07-16,KMD,1762,1178,1.2,0.65,Dairy,West
16021,2024-03-31,KMD,1921,1405,1.17,0.64,Dairy,East
16022,2024-12-14,KMD,1020,2919,1.04,0.64,Dairy,West
16023,2024-01-16,KMD,1744,974,1.19,0.68,Dairy,West
16024,2024-11-05,KMD,1407,841,1.21,0.71,Dairy,East
16025,2024-10-02,KMD,1486,2117,1.05,0.62,Dairy,North
16026,2024-12-03,KMD,1527,2785,1.1,0.57,Dairy,East
16027,2024-06-10,KMD,1415,2589,1.04,0.74,Dairy,East
16028,2024-07-10,KMD,1271,1685,0.97,0.67,Dairy,North
16029,2024-05-30,KMD,1204,1917,1.2,0.67,Dairy,West
16030,2024-12-30,KMD,1297,2293,1.26,0.52,Dairy,East
16031,2024-04-22,KMD,1671,490,1.09,0.66,Dairy,West
16032,2024-09-29,KMD,1945,472,1.05,0.55,Dairy,West
16033,2024-06-24,KMD,1552,1520,1.21,0.64,Dairy,North
16034,2024-05-28,KMD,1107,2409,1.22,0.68,Dairy,South
16035,2024-06-26,KMD,1636,1030,1.01,0.67,Dairy,West
16036,2024-08-10,KMD,1151,1602,1.11,0.69,Dairy,East
16037,2024-09-15,KMD,1012,845,1.3,0.62,Dairy,North
16038,2024-09-29,KMD,1714,2712,1.28,0.6,Dairy,South
16039,2024-07-07,KMD,1078,1608,1.01,0.63,Dairy,North
16040,2024-11-01,KMD,1905,1870,0.96,0.65,Dairy,East
16041,2024-03-30,KMD,1553,2061,1.14,0.62,Dairy,North
16042,2024-12-08,KMD,1168,2663,1.17,0.64,Dairy,East
16043,2024-09-18,KMD,1248,1695,1.17,0.65,Dairy,North
16044,2024-06-04,KMD,1120,784,1.15,0.66,Dairy,East
16045,2024-07-18,KMD,1386,2633,1.13,0.76,Dairy,North
16046,2024-02-24,KMD,1438,2981,1.06,0.6,Dairy,North
16047,2024-09-10,KMD,1271,2613,1.04,0.69,Dairy,South
16048,2024-06-21,KMD,1299,565,1.18,0.65,Dairy,North
16049,2024-07-18,KMD,1720,2169,1.03,0.74,Dairy,West
16050,2024-04-11,KMD,1472,2543,0.93,0.61,Dairy,South
16051,2024-10-11,KMD,1157,1332,1.11,0.64,Dairy,North
16052,2024-05-30,KMD,1632,1686,1.13,0.63,Dairy,West
16053,2024-04-20,KMD,1226,244,1.29,0.55,Dairy,North
16054,2024-09-22,KMD,1420,2567,1.1,0.65,Dairy,West
16055,2024-03-31,KMD,1955,2452,0.97,0.66,Dairy,West
16056,2024-06-25,KMD,1972,1907,1.22,0.62,Dairy,North
16057,2024-08-18,KMD,1023,143,1.1,0.55,Dairy,North
16058,2024-01-29,KMD,1741,206,1.08,0.69,Dairy,East
16059,2024-10-27,KMD,1537,2128,0.98,0.74,Dairy,West
16060,2024-07-13,KMD,1569,249,1.15,0.71,Dairy,South
16061,2024-11-02,KMD,1776,1387,1.12,0.65,Dairy,West
16062,2024-08-26,KMD,1637,209,1.11,0.64,Dairy,North
16063,2024-12-22,KMD,1956,1141,1.19,0.71,Dairy,East
16064,2024-09-23,KMD,1786,849,1.21,0.71,Dairy,South
16065,2024-08-01,KMD,1539,2386,1.13,0.66,Dairy,South
16066,2024-03-22,KMD,1902,823,1.15,0.65,Dairy,East
16067,2024-05-07,KMD,1812,2890,1.13,0.68,Dairy,South
16068,2024-09-18,KMD,1981,427,1.27,0.66,Dairy,North
16069,2024-03-07,KMD,1127,961,1.01,0.72,Dairy,East
16070,2024-03-02,KMD,1093,1417,0.99,0.68,Dairy,East
16071,2024-05-12,KMD,1702,1536,0.98,0.69,Dairy,West
16072,2024-05-16,KMD,1420,560,1.15,0.68,Dairy,East
16073,2024-01-28,KMD,1271,1204,1.09,0.65,Dairy,South
16074,2024-07-29,KMD,1483,1378,0.99,0.74,Dairy,East
16075,2024-07-23,KMD,1004,843,1.08,0.65,Dairy,North
16076,2024-09-09,KMD,1156,2510,1.32,0.64,Dairy,North
16077,2024-02-07,KMD,1051,1580,1.14,0.64,Dairy,East
16078,2024-02-12,KMD,1242,997,1.25,0.74,Dairy,East
16079,2024-04-26,KMD,1662,542,0.97,0.57,Dairy,East
16080,2024-07-08,KMD,1773,1933,1.13,0.62,Dairy,East
16081,2024-02-15,KMD,1419,985,1.15,0.69,Dairy,North
16082,2024-06-14,KMD,1952,1361,1.17,0.67,Dairy,West
16083,2024-10-31,KMD,1928,360,1.07,0.66,Dairy,West
16084,2024-07-21,KMD,1816,1396,1.2,0.67,Dairy,East
16085,2024-08-20,KMD,1424,379,1.15,0.71,Dairy,East
16086,2024-09-01,KMD,1079,1950,1.11,0.66,Dairy,West
16087,2024-07-27,KMD,1694,251,1.06,0.66,Dairy,East
16088,2024-09-04,KMD,1353,2941,0.95,0.72,Dairy,South
16089,2024-10-21,KMD,1618,1696,0.91,0.66,Dairy,East
16090,2024-11-22,KMD,1665,1771,1.03,0.69,Dairy,West
16091,2024-06-06,KMD,1292,2161,1.08,0.52,Dairy,South
16092,2024-01-01,KMD,1716,1634,1.03,0.63,Dairy,West
16093,2024-08-04,KMD,1115,1665,1.13,0.62,Dairy,West
16094,2024-09-05,KMD,1528,1050,1.18,0.61,Dairy,West
16095,2024-03-09,KMD,1479,2592,0.97,0.63,Dairy,South
16096,2024-01-30,KMD,1287,1441,1.15,0.63,Dairy,North
16097,2024-04-24,KMD,1667,2946,1.1,0.69,Dairy,East
16098,2024-01-08,KMD,1476,831,0.93,0.61,Dairy,North
16099,2024-10-01,KMD,1024,337,1.19,0.7,Dairy,South
16100,2024-11-10,KMD,1430,638,1.01,0.69,Dairy,South
16101,2024-11-30,KMD,1277,868,1.36,0.6,Dairy,South
16102,2024-02-05,KMD,1986,2956,1.22,0.58,Dairy,South
16103,2024-11-06,KMD,1316,2909,1.09,0.64,Dairy,West
16104,2024-02-13,KMD,1637,2221,1.1,0.71,Dairy,South
16105,2024-06-03,KMD,1811,1557,0.96,0.67,Dairy,North
16106,2024-03-17,KMD,1357,1834,1.28,0.74,Dairy,East
16107,2024-03-18,KMD,1275,395,1.02,0.58,Dairy,West
16108,2024-04-10,KMD,1876,113,1.1,0.59,Dairy,South
16109,2024-01-30,KMD,1689,711,1.04,0.59,Dairy,East
16110,2024-02-08,KMD,1343,494,1.15,0.69,Dairy,South
16111,2024-08-26,KMD,1430,290,1.1,0.68,Dairy,North
16112,2024-01-13,KMD,1558,1997,1.04,0.68,Dairy,East
16113,2024-05-01,KMD,1711,2964,1.15,0.66,Dairy,East
16114,2024-05-23,KMD,1562,2253,1.25,0.72,Dairy,North
16115,2024-06-20,KMD,1438,106,1.1,0.65,Dairy,East
16116,2024-09-03,KMD,1461,1204,0.88,0.71,Dairy,West
16117,2024-09-03,KMD,1806,2912,1.14,0.76,Dairy,West
16118,2024-02-14,KMD,1269,2135,0.95,0.62,Dairy,North
16119,2024-09-09,KMD,1708,751,0.96,0.63,Dairy,North
16120,2024-10-17,KMD,1430,2632,0.95,0.55,Dairy,West
16121,2024-07-25,KMD,1020,1480,1.17,0.68,Dairy,East
16122,2024-01-07,KMD,1142,1434,0.95,0.63,Dairy,North
16123,2024-08-29,KMD,1759,2653,1.2,0.65,Dairy,South
16124,2024-04-19,KMD,1867,2666,1.18,0.75,Dairy,West
16125,2024-04-23,KMD,1352,901,1.01,0.68,Dairy,North
16126,2024-11-02,KMD,1464,548,1.15,0.61,Dairy,West
16127,2024-10-28,KMD,1467,2432,1.22,0.63,Dairy,West
16128,2024-10-02,KMD,1512,2221,1.04,0.61,Dairy,East
16129,2024-04-05,KMD,1463,2084,1.22,0.67,Dairy,West
16130,2024-10-20,KMD,1876,144,1.12,0.66,Dairy,North
16131,2024-07-07,KMD,1849,1652,1.03,0.72,Dairy,North
16132,2024-12-25,KMD,1393,2892,1.18,0.67,Dairy,West
16133,2024-10-14,KMD,1918,2823,1.03,0.64,Dairy,South
16134,2024-06-02,KMD,1785,1580,1.24,0.66,Dairy,North
16135,2024-02-27,KMD,1752,2122,0.98,0.6,Dairy,South
16136,2024-12-03,KMD,1057,674,1.23,0.63,Dairy,East
16137,2024-02-19,KMD,1125,1530,1.12,0.66,Dairy,North
16138,2024-07-25,KMD,1840,192,1.17,0.73,Dairy,North
16139,2024-02-21,KMD,1877,2469,1.06,0.69,Dairy,North
16140,2024-12-07,KMD,1989,2613,1.14,0.66,Dairy,West
16141,2024-05-29,KMD,1460,703,0.85,0.68,Dairy,West
16142,2024-02-22,KMD,1051,2701,1.12,0.71,Dairy,North
16143,2024-07-31,KMD,1734,2900,0.97,0.65,Dairy,East
16144,2024-03-06,KMD,1813,426,1.17,0.7,Dairy,South
16145,2024-08-19,KMD,1874,1966,1.05,0.63,Dairy,North
16146,2024-10-25,KMD,1268,2875,1.05,0.67,Dairy,North
16147,2024-12-03,KMD,1095,1946,0.98,0.71,Dairy,North
16148,2024-05-30,KMD,1272,690,1.12,0.7,Dairy,West
16149,2024-07-23,KMD,1322,1538,1.02,0.56,Dairy,East
16150,2024-11-15,KMD,1572,950,1.09,0.66,Dairy,North
16151,2024-09-11,KMD,1832,539,1.07,0.69,Dairy,East
16152,2024-05-16,KMD,1692,2861,1.0,0.63,Dairy,East
16153,2024-05-14,KMD,1132,2579,1.06,0.7,Dairy,North
16154,2024-02-23,KMD,1927,427,1.04,0.6,Dairy,South
16155,2024-03-05,KMD,1088,1380,1.2,0.61,Dairy,East
16156,2024-01-02,KMD,1684,1765,1.21,0.51,Dairy,South
16157,2024-05-11,KMD,1823,1677,0.97,0.63,Dairy,West
16158,2024-11-29,KMD,1004,1197,1.12,0.54,Dairy,North
16159,2024-02-01,KMD,1356,1357,1.07,0.71,Dairy,North
16160,2024-12-21,KMD,1342,1644,1.01,0.75,Dairy,West
16161,2024-12-25,KMD,1203,2005,1.11,0.6,Dairy,South
16162,2024-08-30,KMD,1673,1666,1.15,0.64,Dairy,North
16163,2024-07-10,KMD,1572,1915,0.83,0.66,Dairy,South
16164,2024-05-21,KMD,1470,2376,1.2,0.61,Dairy,North
16165,2024-05-27,KMD,1463,1550,1.17,0.67,Dairy,East
16166,2024-03-29,KMD,1496,2147,1.1,0.64,Dairy,East
16167,2024-02-18,KMD,1701,843,1.01,0.58,Dairy,West
16168,2024-05-15,KMD,1836,910,1.15,0.67,Dairy,South
16169,2024-07-09,KMD,1062,1852,1.03,0.68,Dairy,East
16170,2024-05-28,KMD,1555,273,1.23,0.55,Dairy,West
16171,2024-03-27,KMD,1238,1198,1.19,0.65,Dairy,North
16172,2024-01-08,KMD,1539,1222,1.1,0.63,Dairy,East
16173,2024-08-10,KMD,1197,2660,1.02,0.66,Dairy,South
16174,2024-12-22,KMD,1780,2142,1.15,0.72,Dairy,South
16175,2024-01-16,KMD,1682,1356,1.18,0.71,Dairy,North
16176,2024-10-22,KMD,1029,2276,1.07,0.7,Dairy,North
16177,2024-04-15,KMD,1665,2521,1.14,0.66,Dairy,West
16178,2024-10-09,KMD,1208,335,1.05,0.64,Dairy,North
16179,2024-04-13,KMD,1062,1967,0.93,0.55,Dairy,South
16180,2024-12-26,KMD,1840,841,0.93,0.69,Dairy,North
16181,2024-05-25,KMD,1056,2337,1.12,0.7,Dairy,North
16182,2024-02-04,KMD,1831,2315,1.25,0.57,Dairy,South
16183,2024-04-22,KMD,1719,1792,1.0,0.67,Dairy,South
16184,2024-11-03,KMD,1432,390,1.02,0.7,Dairy,South
16185,2024-02-22,KMD,1307,1518,1.13,0.61,Dairy,South
16186,2024-12-12,KMD,1574,1597,1.1,0.69,Dairy,East
16187,2024-03-21,KMD,1759,2286,1.13,0.59,Dairy,North
16188,2024-04-13,KMD,1465,1314,1.15,0.63,Dairy,North
16189,2024-11-17,KMD,1652,2088,1.1,0.59,Dairy,South
16190,2024-08-29,KMD,1604,667,1.11,0.69,Dairy,North
16191,2024-01-31,KMD,1106,1642,0.99,0.69,Dairy,West
16192,2024-11-12,KMD,1876,1174,1.06,0.62,Dairy,North
16193,2024-07-10,KMD,1599,2445,1.23,0.59,Dairy,North
16194,2024-12-22,KMD,1300,2403,1.15,0.78,Dairy,East
16195,2024-12-26,KMD,1619,408,1.13,0.65,Dairy,West
16196,2024-08-20,KMD,1045,2238,1.01,0.65,Dairy,North
16197,2024-04-07,KMD,1076,2296,1.02,0.61,Dairy,South
16198,2024-02-03,KMD,1728,561,0.99,0.6,Dairy,South
16199,2024-08-30,KMD,1168,734,0.92,0.68,Dairy,South
16200,2024-02-28,KMD,1813,736,1.07,0.67,Dairy,South
16201,2024-09-15,KMD,1128,745,1.06,0.62,Dairy,East
16202,2024-01-17,KMD,1712,617,1.12,0.69,Dairy,North
16203,2024-03-18,KMD,1707,2018,1.2,0.64,Dairy,West
16204,2024-07-24,KMD,1859,1496,1.04,0.68,Dairy,North
16205,2024-10-28,KMD,1267,289,1.22,0.67,Dairy,East
16206,2024-06-14,KMD,1599,178,1.15,0.64,Dairy,West
16207,2024-10-17,KMD,1764,1670,1.24,0.69,Dairy,North
16208,2024-04-21,KMD,1749,915,0.99,0.71,Dairy,East
16209,2024-11-12,KMD,1584,2005,1.22,0.7,Dairy,North
16210,2024-12-18,KMD,1418,171,1.03,0.58,Dairy,North
16211,2024-05-24,KMD,1869,2190,1.02,0.7,Dairy,North
16212,2024-06-04,KMD,1866,902,1.09,0.67,Dairy,South
16213,2024-06-26,KMD,1160,1229,1.02,0.68,Dairy,West
16214,2024-12-11,KMD,1057,1794,1.14,0.54,Dairy,East
16215,2024-05-15,KMD,1383,2504,1.18,0.58,Dairy,East
16216,2024-11-10,KMD,1884,2155,1.15,0.64,Dairy,West
16217,2024-01-18,KMD,1802,1897,1.09,0.56,Dairy,West
16218,2024-12-16,KMD,1509,2584,1.22,0.74,Dairy,East
16219,2024-06-03,KMD,1429,2227,1.14,0.61,Dairy,South
16220,2024-09-28,KMD,1339,788,1.09,0.59,Dairy,West
16221,2024-09-22,KMD,1577,675,1.09,0.63,Dairy,South
16222,2024-12-25,KMD,1939,999,1.01,0.64,Dairy,North
16223,2024-11-27,KMD,1025,2435,1.0,0.66,Dairy,East
16224,2024-01-16,KMD,1809,1236,1.05,0.54,Dairy,North
16225,2024-01-12,KMD,1588,2005,0.99,0.58,Dairy,North
16226,2024-03-15,KMD,1797,819,0.98,0.62,Dairy,West
16227,2024-07-30,KMD,1371,325,1.01,0.68,Dairy,South
16228,2024-06-27,KMD,1927,1456,1.21,0.64,Dairy,South
16229,2024-05-08,KMD,1035,1540,1.02,0.66,Dairy,East
16230,2024-10-09,KMD,1530,2425,1.18,0.71,Dairy,South
16231,2024-07-13,KMD,1789,2939,1.04,0.65,Dairy,North
16232,2024-09-24,KMD,1832,644,1.12,0.67,Dairy,West
16233,2024-01-30,KMD,1824,2625,1.02,0.65,Dairy,East
16234,2024-01-09,KMD,1266,2117,1.12,0.72,Dairy,East
16235,2024-11-04,KMD,1793,518,1.33,0.68,Dairy,West
16236,2024-11-05,KMD,1431,1151,1.03,0.51,Dairy,East
16237,2024-06-13,KMD,1018,708,1.07,0.67,Dairy,North
16238,2024-07-11,KMD,1338,186,0.98,0.75,Dairy,South
16239,2024-10-31,KMD,1139,2267,1.21,0.71,Dairy,South
16240,2024-09-16,KMD,1066,812,1.23,0.63,Dairy,East
16241,2024-07-10,KMD,1823,2539,1.01,0.69,Dairy,East
16242,2024-03-19,KMD,1529,2500,1.08,0.61,Dairy,East
16243,2024-06-27,KMD,1368,2162,1.14,0.64,Dairy,South
16244,2024-03-31,KMD,1260,2452,1.11,0.61,Dairy,West
16245,2024-08-02,KMD,1623,1377,1.01,0.66,Dairy,East
16246,2024-03-19,KMD,1919,2770,1.0,0.75,Dairy,West
16247,2024-04-12,KMD,1973,619,0.98,0.57,Dairy,West
16248,2024-04-20,KMD,1626,2074,1.2,0.69,Dairy,South
16249,2024-11-09,KMD,1677,2787,1.17,0.61,Dairy,South
16250,2024-09-03,KMD,1578,486,1.27,0.61,Dairy,South
16251,2024-08-21,KMD,1766,113,1.0,0.67,Dairy,North
16252,2024-03-22,KMD,1581,190,1.13,0.65,Dairy,South
16253,2024-05-11,KMD,1971,103,1.11,0.67,Dairy,East
16254,2024-08-22,KMD,1819,895,1.14,0.65,Dairy,North
16255,2024-10-04,KMD,1202,315,1.16,0.64,Dairy,North
16256,2024-11-30,KMD,1638,1282,1.42,0.65,Dairy,South
16257,2024-04-08,KMD,1934,1702,1.42,0.65,Dairy,North
16258,2024-02-07,KMD,1954,1857,1.14,0.64,Dairy,South
16259,2024-06-09,KMD,1409,803,1.26,0.65,Dairy,East
16260,2024-04-26,KMD,1832,830,1.01,0.62,Dairy,East
16261,2024-08-28,KMD,1079,2164,1.09,0.72,Dairy,South
16262,2024-01-26,KMD,1687,2642,1.02,0.57,Dairy,West
16263,2024-05-15,KMD,1112,1742,1.13,0.58,Dairy,North
16264,2024-02-19,KMD,1622,1589,1.15,0.73,Dairy,North
16265,2024-10-20,KMD,1820,2591,1.33,0.69,Dairy,North
16266,2024-10-24,KMD,1136,1862,1.01,0.59,Dairy,East
16267,2024-10-19,KMD,1644,1204,1.23,0.69,Dairy,West
16268,2024-06-02,KMD,1883,2926,1.06,0.61,Dairy,West
16269,2024-08-07,KMD,1839,2313,1.04,0.67,Dairy,South
16270,2024-05-19,KMD,1188,2504,1.08,0.65,Dairy,West
16271,2024-02-18,KMD,1276,2381,1.3,0.67,Dairy,West
16272,2024-05-21,KMD,1736,2322,0.9,0.66,Dairy,West
16273,2024-02-15,KMD,1102,1795,1.15,0.61,Dairy,East
16274,2024-06-11,KMD,1106,1486,1.21,0.62,Dairy,West
16275,2024-10-11,KMD,1574,796,1.0,0.65,Dairy,East
16276,2024-09-24,KMD,1915,1297,1.15,0.58,Dairy,West
16277,2024-04-25,KMD,1953,2385,1.03,0.62,Dairy,East
16278,2024-03-22,KMD,1756,1087,1.3,0.64,Dairy,North
16279,2024-02-13,KMD,1172,1113,0.97,0.65,Dairy,North
16280,2024-07-12,KMD,1917,1361,1.16,0.62,Dairy,South
16281,2024-09-14,KMD,1844,1741,1.06,0.69,Dairy,East
16282,2024-09-29,KMD,1998,729,1.09,0.57,Dairy,North
16283,2024-09-30,KMD,1330,1355,1.07,0.65,Dairy,North
16284,2024-10-04,KMD,1721,687,1.21,0.68,Dairy,North
16285,2024-03-23,KMD,1190,1640,1.12,0.8,Dairy,North
16286,2024-02-27,KMD,1669,893,0.96,0.58,Dairy,North
16287,2024-02-22,KMD,1830,1359,1.14,0.55,Dairy,East
16288,2024-01-01,KMD,1224,1667,1.13,0.7,Dairy,South
16289,2024-08-03,KMD,1683,2554,1.21,0.67,Dairy,North
16290,2024-11-12,KMD,1322,2324,1.13,0.67,Dairy,North
16291,2024-08-15,KMD,1953,2120,0.95,0.55,Dairy,East
16292,2024-09-10,KMD,1507,218,1.22,0.64,Dairy,North
16293,2024-06-07,KMD,1960,1313,1.22,0.66,Dairy,East
16294,2024-10-13,KMD,1547,713,1.15,0.58,Dairy,North
16295,2024-03-06,KMD,1133,2512,1.13,0.58,Dairy,North
16296,2024-11-04,KMD,1036,585,1.14,0.62,Dairy,West
16297,2024-04-04,KMD,1092,2096,1.22,0.61,Dairy,East
16298,2024-09-09,KMD,1074,1202,1.24,0.68,Dairy,West
16299,2024-05-29,KMD,1755,421,1.15,0.62,Dairy,North
16300,2024-01-23,KMD,1182,238,1.16,0.6,Dairy,North
16301,2024-08-31,KMD,1716,1389,1.12,0.76,Dairy,North
16302,2024-08-02,KMD,1458,2480,1.34,0.68,Dairy,West
16303,2024-05-10,KMD,1698,323,0.9,0.67,Dairy,East
16304,2024-12-08,KMD,1677,671,1.04,0.6,Dairy,South
16305,2024-05-27,KMD,1626,2923,1.02,0.6,Dairy,South
16306,2024-04-18,KMD,1408,1683,1.31,0.63,Dairy,East
16307,2024-02-09,KMD,1206,2740,1.08,0.72,Dairy,East
16308,2024-04-30,KMD,1244,908,0.9,0.59,Dairy,South
16309,2024-10-21,KMD,1332,1086,1.02,0.55,Dairy,East
16310,2024-04-29,KMD,1672,2014,1.16,0.57,Dairy,South
16311,2024-01-18,KMD,1524,1123,1.11,0.56,Dairy,South
16312,2024-06-17,KMD,1293,1643,1.09,0.61,Dairy,West
16313,2024-07-16,KMD,1953,1372,1.12,0.71,Dairy,North
16314,2024-05-22,KMD,1983,1879,1.22,0.55,Dairy,South
16315,2024-02-06,KMD,1915,1800,1.19,0.65,Dairy,North
16316,2024-07-04,KMD,1747,2334,1.02,0.62,Dairy,North
16317,2024-09-17,KMD,1272,348,1.13,0.64,Dairy,West
16318,2024-08-18,KMD,1378,1917,1.26,0.62,Dairy,East
16319,2024-09-10,KMD,1625,1123,1.12,0.54,Dairy,West
16320,2024-11-24,KMD,1663,2393,1.04,0.63,Dairy,West
16321,2024-10-23,KMD,1025,2162,0.99,0.7,Dairy,West
16322,2024-01-10,KMD,1679,925,1.13,0.66,Dairy,West
16323,2024-11-19,KMD,1543,2836,1.08,0.64,Dairy,West
16324,2024-08-17,KMD,1732,2874,1.08,0.69,Dairy,East
16325,2024-01-24,KMD,1717,636,1.12,0.64,Dairy,East
16326,2024-03-18,KMD,1932,591,1.03,0.61,Dairy,West
16327,2024-07-11,KMD,1853,1959,1.23,0.61,Dairy,West
16328,2024-04-18,KMD,1609,2439,1.09,0.64,Dairy,West
16329,2024-10-06,KMD,1090,2264,1.3,0.72,Dairy,South
16330,2024-09-19,KMD,1475,691,1.2,0.6,Dairy,West
16331,2024-11-24,KMD,1888,2834,1.09,0.6,Dairy,East
16332,2024-12-28,KMD,1725,2891,0.97,0.7,Dairy,East
16333,2024-12-20,KMD,1187,1592,1.17,0.66,Dairy,West
16334,2024-09-24,KMD,1568,1047,1.15,0.72,Dairy,West
